timestamp,origin,destination,distance_km,duration_traffic_min,duration_normal_min,congestion_level
45:57.6,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
46:08.3,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
46:18.8,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,56,36,High
46:29.7,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
46:40.6,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
46:51.1,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
47:01.5,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
47:12.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
47:23.0,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
47:33.4,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
47:43.9,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
47:54.3,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
48:05.3,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
48:16.0,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
48:26.6,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
48:37.2,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,56,36,High
48:48.4,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
48:58.9,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
49:09.3,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
49:20.1,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,56,36,High
49:30.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",5.8,30,17,High
49:42.0,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
49:52.4,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
50:02.9,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
50:13.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
50:24.0,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
50:34.5,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
50:45.1,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
50:55.5,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
51:05.9,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
51:16.5,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
51:26.9,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
51:37.5,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,54,36,High
51:47.8,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
51:58.3,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
52:09.0,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
52:19.4,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
52:29.8,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
52:40.2,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
52:51.0,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
53:01.5,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
53:12.5,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
53:23.2,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
53:33.7,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
53:44.1,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
53:54.6,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
54:05.5,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
54:16.4,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
54:26.9,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
54:37.3,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
54:47.8,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
54:58.3,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
55:08.8,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
55:19.2,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,39,25,High
55:29.7,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
55:40.2,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
55:50.7,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,55,36,High
56:01.4,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
56:12.0,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
56:22.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
56:33.1,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
56:43.6,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
56:53.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
57:04.3,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
57:15.0,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
57:25.3,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
57:35.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
57:46.4,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.5,21,12,High
57:57.0,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
58:07.6,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
58:18.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
58:28.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
58:39.1,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
58:49.7,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
59:00.1,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
59:11.5,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
59:21.9,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
59:32.3,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
59:42.9,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
59:53.2,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
00:03.7,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,40,24,High
00:14.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
00:25.1,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
00:35.4,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
00:45.7,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
00:56.1,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
01:06.6,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
01:17.4,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
01:27.8,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
01:38.3,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,54,36,High
01:49.2,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
02:00.2,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
02:10.7,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
02:21.1,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
02:31.6,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
02:42.0,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
02:52.5,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,53,36,Moderate
03:03.0,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
03:13.8,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
03:24.3,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
03:34.8,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
03:45.5,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
03:55.9,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
04:06.7,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
04:17.1,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
04:27.4,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
04:37.8,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
04:48.2,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
04:58.6,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,53,36,Moderate
05:09.0,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
05:19.5,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
05:30.1,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
05:40.8,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
05:51.1,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
06:01.7,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
06:12.4,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
06:22.8,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
06:33.2,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
06:43.7,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
06:54.2,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
07:05.0,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
07:17.6,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
07:28.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,40,24,High
07:38.8,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
07:49.1,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
07:59.6,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
08:10.3,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
08:21.1,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
08:31.5,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
08:42.1,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
08:52.5,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
09:03.1,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,55,40,Moderate
09:13.5,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
09:23.8,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
09:34.2,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
09:44.7,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,40,24,High
09:55.3,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
10:05.7,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,24,13,High
10:16.1,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
10:26.4,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
10:36.8,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
10:47.2,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
10:57.7,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
11:08.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
11:18.6,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
11:29.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
11:39.6,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
11:50.5,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
12:01.5,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
12:11.9,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,40,24,High
12:22.4,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
12:33.2,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
12:43.7,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
12:55.6,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
13:06.7,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
13:17.3,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
13:27.7,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
13:38.0,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
13:48.9,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
13:59.5,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
14:10.0,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
14:20.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
14:30.8,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
14:41.3,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
14:51.8,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,29,17,High
15:02.2,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
15:12.7,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
15:23.1,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
15:33.6,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
15:44.2,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,27,19,Moderate
15:54.7,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
16:05.2,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,40,24,High
16:16.0,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
16:26.4,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
16:37.0,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
16:47.4,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
16:57.9,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
17:08.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
17:18.7,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
17:29.1,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
17:39.5,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,40,24,High
17:50.2,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",5.8,29,17,High
18:00.6,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
18:11.0,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
18:21.3,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
18:31.8,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
18:42.3,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
18:52.7,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
19:03.2,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,52,36,Moderate
19:13.6,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
19:23.9,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
19:34.8,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,39,26,High
19:45.6,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
19:55.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
20:07.3,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
20:17.9,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
20:28.3,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
20:38.6,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
20:48.9,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,24,15,High
20:59.7,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
21:10.6,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,47,28,High
21:21.1,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
21:31.5,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
21:41.9,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
21:52.3,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
22:02.7,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
22:13.0,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,24,15,High
22:23.6,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
22:33.9,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
22:44.3,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
22:55.0,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
23:05.5,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
23:15.9,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
23:26.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
23:36.6,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
23:47.1,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
23:57.4,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
24:08.4,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
24:18.7,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
24:29.2,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
24:39.5,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
24:50.1,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
25:00.6,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,39,26,High
25:11.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
25:21.5,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
25:32.0,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
25:42.3,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
25:52.6,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
26:03.5,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
26:14.0,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
26:24.5,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,39,26,High
26:34.8,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
26:45.5,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
26:56.0,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
27:06.3,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
27:16.8,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
27:27.2,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
27:37.6,"Kankaria, Ahmedabad, India","Judges Bungalow, Ahmedabad, India",9.5,48,28,High
27:48.0,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,9,6,High
27:58.5,"Satellite, Ahmedabad, India","Naranpura, Ahmedabad, India",5.3,23,13,High
28:09.1,"Narol, Ahmedabad, India","Motera, Ahmedabad, India",21,56,40,Moderate
28:19.7,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,39,26,High
28:30.4,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
28:40.8,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
28:51.3,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
29:01.6,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
29:12.3,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
29:23.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
29:33.7,"Ashram Road, Ahmedabad, India","Vasna, Ahmedabad, India",7.2,23,15,High
29:44.0,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
29:54.4,"Paldi, Ahmedabad, India","Thaltej, Ahmedabad, India",9,41,24,High
30:04.9,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
30:15.4,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,39,26,High
30:25.9,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
30:37.6,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
30:48.2,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,20,12,High
30:58.6,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,39,26,High
31:09.0,"Maninagar, Ahmedabad, India","Bapunagar, Ahmedabad, India",8.1,28,19,Moderate
31:19.4,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
31:29.9,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
31:40.4,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
31:50.9,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
32:01.2,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
32:11.7,"Navrangpura, Ahmedabad, India","Vastrapur, Ahmedabad, India",4.6,21,12,High
32:22.1,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
32:32.5,"Gulbai Tekra, Ahmedabad, India","Drive-In Road, Ahmedabad, India",3.3,17,10,High
32:43.0,"Bopal, Ahmedabad, India","Chandkheda, Ahmedabad, India",24.5,51,36,Moderate
32:53.4,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
33:03.7,"Ellis Bridge, Ahmedabad, India","Iscon, Ahmedabad, India",0.3,1,1,Low
33:14.2,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
33:24.6,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
33:34.9,"CG Road, Ahmedabad, India","Gota, Ahmedabad, India",10.4,40,26,High
33:45.3,"Jodhpur, Ahmedabad, India","Prahlad Nagar, Ahmedabad, India",2.2,8,6,Moderate
33:56.2,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
34:06.7,"Nikol, Ahmedabad, India","Shahibaug, Ahmedabad, India",10.1,38,25,High
34:17.1,"Gandhigram, Ahmedabad, India","Memnagar, Ahmedabad, India",6.6,28,17,High
34:27.7,"SG Highway, Ahmedabad, India","Naroda, Ahmedabad, India",28.5,42,42,Low
